identificador	nome	miniatura	tiporecurso	resumo	disciplina	ano	descritores	OS	navegadores	programas	linkdown	visualizar	tema	origem	autores	idioma	data
94	África	recursos/img/Desktop/Portugues/7/africa.png	Exercício e prática.	O recurso "África" apresenta palavras de origem africana usadas na Língua Portuguesa, por meio de um jogo de palavras cruzadas.<br><br><b>OBSERVAÇÃO:</b> Recurso requer habilitação do Flash no navegador.	Portugues	7	DPII3; DPII4; DPII19	windows; linux	chrome; edge	flash	recursos/recurso/Portugues/7/africa.zip	recursos/recurso/Portugues/7/africa/P/clique-me.html	Palavras de origem africana. Vocabulário. Estrangeirismo.	Portal do Professor.	Vandersí Sant’Ana Castro, Ana Raquel Mota, Jully Liebl, Luana Mercúrio, Projeto Condigital MEC - MCT, Tania Maria Alkmim, Universidade Estadual de Campinas - UNICAMP - Português, Lilian do Rocio Borba.	Português.	2011.
97	Quem ri seus males espanta - Piadas - Traduzindo piadas	recursos/img/Desktop/Portugues/7/traduzindopiadas.png	Exercício e prática.	O recurso "Quem ri seus males espanta - Piadas - Traduzindo piadas" propõe a compreensão de diferentes piadas, evidenciando que esta percepção exige um trabalho de interpretação do contexto social, cultural e linguístico por parte do leitor.<br><br><b>OBSERVAÇÃO:</b> Recurso requer habilitação do Flash no navegador.	Portugues	7	DPII3; DPII4; DPII6; DPII10; DPII16; DPII18	windows; linux	chrome; firefox; edge		recursos/recurso/Portugues/7/quemriseusmalesespantatraduzindopiadas.zip	recursos/recurso/Portugues/7/quemriseusmalesespantatraduzindopiadas/P/inicio.html	Piadas. Leitura. Interpretação textual.	Portal do Professor.	Suzy Lagazzi, Projeto Condigital MEC - MCT, Universidade Estadual de Campinas - UNICAMP - Português, Márcio Antônio Gatti, Carmen Zink Bolonhini.	Português.	2011.
98	Viagem ao cérebro - Relações de sentido	recursos/img/Desktop/Portugues/7/viagemaocerebro.png	Exercício e prática.	O recurso "Viagem ao cérebro - Relações de sentido" traz a reflexão sobre a construção de sentido, mostrando que esse entendimento não depende somente do contexto e do conhecimento de mundo, mas também das relações com o texto e as palavras.	Portugues	7	DPII4; DPII5; DPII6; DPII10; DPII18	windows; linux	chrome; firefox; edge	flash	recursos/recurso/Portugues/7/viagemaocerebrorelacoesdesentido.zip	recursos/recurso/Portugues/7/viagemaocerebrorelacoesdesentido/SP193/Software/inicio.html	Textos. Relações de sentido. Interpretação.	Portal do Professor.	Projeto Condigital MEC - MCT, Universidade Estadual de Campinas - UNICAMP - Português, Maria Irma Hadler Coudry, Michelli Alessandra Silva.	Português.	2011.
99	Palavras e identidade social	recursos/img/Desktop/Portugues/7/identidadesocial.png	Exercício e prática.	O recurso "Palavras e identidade social" trabalha com definições ligadas à informática e aos campos jurídico, econômico, médico e político, enfatizando a linguagem própria de cada área profissional.<br><br><b>OBSERVAÇÃO:</b> Recurso requer habilitação do Flash no navegador.	Portugues	7	DPII3; DPII4; DPII19	windows; linux	chrome; edge	flash	recursos/recurso/Portugues/7/palavraseidentidadesocial.zip	recursos/recurso/Portugues/7/palavraseidentidadesocial/palavraseidentiddesocial/Software/clique-me.html	Linguagem. Variação linguística. Vocabulário.	Portal do Professor.	Ana Raquel Mota, Jully Liebl, Tania Maria Alkmim, Luana Mercúrio, Vandersí Sant’Ana Castro, Projeto Condigital MEC - MCT, Lilian do Rocio Borba, Universidade Estadual de Campinas - UNICAMP - Português.	Português.	2011.
100	Hora de festar! (relativo ao episódio 1 do programa de vídeo Causos e falas daqui e dali)	recursos/img/Desktop/Portugues/7/causosefalas1.png	Exercício e prática.	O recurso "Hora de festar!" (relativo ao episódio 1 do programa de vídeo Causos e falas daqui e dali)" apresenta a história de Seo Raimundo e Dona Josefa, casados há 40 anos. O recurso trabalha com seis temas interdependentes, com ênfase na leitura e na interpretação de textos e em seus elementos estruturantes.<br><br><b>OBSERVAÇÃO:</b> Recurso requer habilitação do Flash no navegador.	Portugues	7	DPII4; DPII6; DPII10; DPII11; DPII18	windows; linux	chrome; edge	flash	recursos/recurso/Portugues/7/horadefestarepisodio1causosefalasdaquiedali.zip	recursos/recurso/Portugues/7/horadefestarepisodio1causosefalasdaquiedali/horadefestar/ep1Final/clique-me.html	Leitura. Interpretação. Gêneros textuais. Variação linguística.	Portal do Professor.	Vandersí Sant’Ana Castro, Luana Mercúrio, Jully Liebl, Cristina Betioli Ribeiro, Márcia Abreu, Projeto Condigital MEC - MCT, Tania Maria Alkmim, Universidade Estadual de Campinas - UNICAMP - Português, Lilian do Rocio Borba.	Português.	2011.
101	“A chegada do filho” (relativo ao episódio 3 do programa de vídeo Causos e falas daqui e dali)	recursos/img/Desktop/Portugues/7/causosefalas3.png	Exercício e prática.	O recurso "A chegada do filho" (relativo ao episódio 3 do programa de vídeo Causos e falas daqui e dali)" apresenta a composição de uma história em quadrinhos e a reflexão sobre variantes e gêneros textuais.<br><br><b>OBSERVAÇÃO:</b> Recurso requer habilitação do Flash no navegador.	Portugues	7	DPII3; DPII4; DPII6; DII10; DPII18	windows; linux	chrome; edge	flash	recursos/recurso/Portugues/7/achegadadofilhoepisodio3causosefalasdaquiedali.zip	recursos/recurso/Portugues/7/achegadadofilhoepisodio3causosefalasdaquiedali/Achegadadofilho/ep3Final/clique-me.html	Histórias em quadrinhos.Gêneros textuais. Leitura. Interpretação.	Portal do Professor.	Universidade Estadual de Campinas - UNICAMP - Português, Carmen Zink Bolonhini, Projeto Condigital - MEC - MCT.	Português.	2011.
102	Artistas geniais e miseráveis - Espetáculo - Coisas da vida - Episódio III	recursos/img/Desktop/Portugues/7/artistasgeniaisemiseraveisespetaculo.png	Exercício e prática.	O recurso “Artistas geniais e miseráveis - Espetáculo - Coisas da vida - Episódio III” apresenta aspectos da vida e da obra de figuras da Literatura Brasileira, em meio à construção autoral de uma história em quadrinhos.<br><br><b>OBSERVAÇÃO:</b> Recurso requer habilitação do Flash no navegador.	Portugues	7	DPII3; DPII4; DPII6; DPII10; DPII18; DPII19	windows; linux	chrome; edge	flash	recursos/recurso/Portugues/7/artistasgeniaisemiseraveisespetaculo.zip	recursos/recurso/Portugues/7/artistasgeniaisemiseraveisespetaculo/coisasdavidamachadoep3/clique-me.html	Literatura Brasileira. Histórias em quadrinhos. Produção textual.	Portal do Professor.	Universidade Estadual de Campinas - UNICAMP - Português, Carmen Zink Bolonhini, Projeto Condigital - MEC - MCT.	Português.	2012.
103	Quem ri seus males espanta - Carteiro imortal	recursos/img/Desktop/Portugues/7/quemriseusmalesespantacarteiroimortal.png	Exercício e prática.	O recurso “Quem ri seus males espanta - Carteiro imortal” trabalha com os efeitos de sentido presentes nas piadas, evidenciando que se faz necessária a interpretação dos textos e seus significados por parte do leitor.	Portugues	7	DPII4; DPII6; DPII11; DPII16; DPII18	windows; linux	chrome; firefox; edge		recursos/recurso/Portugues/7/quemriseusmalesespantacarteiroimortal.zip	recursos/recurso/Portugues/7/quemriseusmalesespantacarteiroimortal/P/inicio.html	Piadas. Efeitos de sentido. Interpretação.	Portal do Professor.	Suzy Lagazzi, Projeto Condigital MEC - MCT, Universidade Estadual de Campinas - UNICAMP - Português, Márcio Antônio Gatti, Carmen Zink Bolonhini.	Português.	2011.
104	Quem ri seus males espanta - Piadas e gatilhos	recursos/img/Desktop/Portugues/7/quemriseusmalesespantapiadasegatilhos.png	Exercício e prática.	O recurso “Quem ri seus males espanta - Piadas e gatilhos” apresenta o efeito de sentido em diferentes piadas, mostrando que é necessária a interpretação dos textos e seus significados por parte do leitor.	Portugues	7	DPII4; DPII6; DPII11; DPII16; DPII18	windows; linux	chrome; firefox; edge		recursos/recurso/Portugues/7/quemriseusmalesespantapiadasegatilhos.zip	recursos/recurso/Portugues/7/quemriseusmalesespantapiadasegatilhos/P/inicio.html	Piadas. Efeitos de sentido. Interpretação.	Portal do Professor.	Marcela Franco Fossey, Sírio Possenti, Projeto Condigital MEC - MCT, Universidade Estadual de Campinas - UNICAMP - Português, Márcio Antônio Gatti, Carmen Zink Bolonhini.	Português.	2011.
105	Frases Célebres - Gênero Epigramático	recursos/img/Desktop/Portugues/7/frasescelebresgeneroepigramatico.png	Exercício e prática.	O recurso “Frases Célebres - Gênero Epigramático” propõe a resolução de algumas perguntas acerca de epigramas presentes na Literatura Brasileira.<br><br><b>OBSERVAÇÃO:</b> Recurso requer habilitação do Flash no navegador.	Portugues	7	DPII3; DPII4; DPII5; DPII6; DPII10; DPII16; DPII18	windows; linux	chrome; edge	flash	recursos/recurso/Portugues/7/frasescelebresgeneroepigramatico.zip	recursos/recurso/Portugues/7/frasescelebresgeneroepigramatico/JogoEpigramas2/Epigramas2(09-06-2010)/clique-me.html	Literatura. Epigramas.	Portal do Professor.	Isabella Tardim Cardoso, Projeto Condigital MEC - MCT, Universidade Estadual de Campinas - UNICAMP - Português.	Português.	2011.
109	Café com Língua Portuguesa - Dica 64/Acordo Ortográfico	recursos/img/Desktop/Portugues/7/cafecomlinguaportuguesadica64.png	Exercício e prática.	O recurso “Café com Língua Portuguesa - Dica 64/Acordo Ortográfico” apresenta as regras do Novo Acordo Ortográfico da Língua Portuguesa, com ênfase na acentuação das formas verbais.	Portugues	7	DPII1; DPII17; DPII19	windows; linux		flash	recursos/recurso/Portugues/7/cafecomlinguaportuguesadica64.zip	recursos/recurso/Portugues/7/cafecomlinguaportuguesadica64.swf	Novo Acordo Ortográfico. Acentuação. Formas verbais.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
110	Café com Língua Portuguesa - Dica 76/Acordo Ortográfico	recursos/img/Desktop/Portugues/7/cafecomlinguaportuguesadica76.png	Exercício e prática.	O recurso “Café com Língua Portuguesa - Dica 76/Acordo Ortográfico” apresenta as regras do Novo Acordo Ortográfico da Língua Portuguesa, com ênfase na utilização do hífen.	Portugues	7	DPII1; DPII17; DPII19	windows; linux		flash	recursos/recurso/Portugues/7/cafecomlinguaportuguesadica76.zip	recursos/recurso/Portugues/7/cafecomlinguaportuguesadica76.swf	Novo Acordo Ortográfico. Hífen.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
111	As línguas emprestam	recursos/img/Desktop/Portugues/8/aslinguasemprestam.png	Exercício e prática.	O recurso "As línguas emprestam" apresenta, por meio de exercícios práticos, a definição de palavras de outras línguas que foram incorporadas à Língua Portuguesa.	Portugues	8	DPII3; DPII4; DPII19	windows; linux	chrome; edge	flash	recursos/recurso/Portugues/8/aslinguasemprestam.zip	recursos/recurso/Portugues/8/aslinguasemprestam/clique-me.html	Estrangeirismos. Vocabulário. Língua Portuguesa.	Portal do Professor.	Ana Raquel Mota, Jully Liebl, Tania Maria Alkmim, Luana Mercúrio, Vandersí Sant’Ana Castro, Projeto Condigital MEC - MCT, Lilian do Rocio Borba, Universidade Estadual de Campinas - UNICAMP - Português.	Português.	2010.
112	Game da Reforma Ortográfica	recursos/img/Desktop/Portugues/8/gamereforma.png	Jogo.	O recurso “Game da Reforma Ortográfica” apresenta as regras de utilização do Novo Acordo Ortográfico da Língua Portuguesa, incorporado em 2016.	Portugues	8	DPII3; DPII4; DPII17; DPII19	windows; linux		flash	recursos/recurso/Portugues/8/gamereformaortografica.zip	recursos/recurso/Portugues/8/gamereformaortografica/Game_20FMU.swf	Gramática. Ortografia. Acordo ortográfico.	Portal do Professor.	Retoque comunicação.	Português.	2009.
114	Café com Língua Portuguesa - Concordância verbal	recursos/img/Desktop/Portugues/8/cafecomlingua.png	Exercício e prática.	O recurso "Café com Língua Portuguesa - Concordância verbal" apresenta as regras do Novo Acordo Ortográfico da Língua Portuguesa relacionadas à concordância verbal.	Portugues	8	DPII1; DPII19	windows; linux		flash	recursos/recurso/Portugues/8/cafecomlinguaportuguesaconcordanciaverbal.zip	recursos/recurso/Portugues/8/cafecomlinguaportuguesaconcordanciaverbal.swf	Novo Acordo Ortográfico. Concordância verbal.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
116	Jogo da Nova Ortografia	recursos/img/Desktop/Portugues/8/novaortografia.png	Exercício e prática.	O recurso "Jogo da Nova Ortografia" apresenta as regras do Novo Acordo Ortográfico da Língua Portuguesa, por meio de exercícios em formato de um quiz.	Portugues	8	DPII4; DPII17; DPII19	windows; linux		flash	recursos/recurso/Portugues/8/jogodanovaortografia.zip	recursos/recurso/Portugues/8/jogodanovaortografia/jogodanovaortografia.swf	Ortografia. Novo Acordo Ortográfico. Língua Portuguesa.	Plenarinho.	Desconhecida.	Português.	Desconhecida.
117	No “Mal-cozinhado” (relativo ao episódio 1 do programa de vídeo Heroísmo e Aventura)	recursos/img/Desktop/Portugues/8/nomalcozinhado.png	Exercício e prática.	O recurso “No Mal-cozinhado” (relativo ao episódio 1 do programa de vídeo Heroísmo e Aventura)” trabalha com perguntas e respostas sobre os feitos literários de Portugal no século XVI. As atividades propostas são ambientadas na libertação de prisioneiros condenados pela Inquisição.<br><br><b>OBSERVAÇÃO:</b> Recurso requer habilitação do Flash no navegador.	Portugues	8	DPII3; DPII4; DPII5; DPII6; DPII10; DPII11	windows; linux	chrome; edge	flash	recursos/recurso/Portugues/8/nomalcozinhadoheroismoeaventuraepisodiol.zip	recursos/recurso/Portugues/8/nomalcozinhadoheroismoeaventuraepisodiol/heroismo_e_aventura1/software/clique-me.html	Literatura. Interpretação textual. Inquisição.	Portal do Professor.	Flávia Sordi Silva, Projeto Condigital MEC - MCT, Márcia Abreu, Universidade Estadual de Campinas - UNICAMP - Português, Paola Roberta Perez, Hebe Cristina da Silva.	Português.	2011.
118	No meio do caminho	recursos/img/Desktop/Portugues/8/nomeiodocaminho.png	Animação.	O recurso "No meio do caminho" apresenta o poema também de mesmo nome, “No Meio do Caminho”, do escritor brasileiro Carlos Drummond de Andrade. Paralelamente à obra, a animação mostra fatos que ocorreram no mesmo ano de escrita do poema.	Portugues	8	DPII1; DPII4; DPII5; DPII6; DPII10	windows; linux		flash	recursos/recurso/Portugues/8/nomeiodocaminho.zip	recursos/recurso/Portugues/8/nomeiodocaminho.swf	Poema. Carlos Drummond de Andrade. História.	Portal do Professor.	Retoque comunicação.	Português.	2009.
119	Causos e falas daqui e dali - Puxando o menino - o trabalho de parto	recursos/img/Desktop/Portugues/8/causosefalas2.png	Exercício e prática.	O recurso “Causos e falas daqui e dali - Puxando o menino - o trabalho de parto" apresenta aspectos e questões relacionadas às variantes da Língua Portuguesa. O recurso, ainda, trabalha com a interpretação de textos poéticos.<br><br><b>OBSERVAÇÃO:</b> Recurso requer habilitação do Flash no navegador.	Portugues	8	DPII3; DPII4; DPII5; DPII6; DPII10; DPII12; DPII18; DPII19	windows; linux	chrome; edge	flash	recursos/recurso/Portugues/8/puxandoomeninoepisodio2causosefalas.zip	recursos/recurso/Portugues/8/puxandoomeninoepisodio2causosefalas/SP215/CausoseFalas2/CLIQUEME.html	Variação linguística. Poesia. Interpretação textual.	Portal do Professor.	Universidade Estadual de Campinas - UNICAMP - Português, Projeto Condigital MEC - MCT, Carmen Zink Bolonhini.	Português.	2012.
120	Provérbios - Sujeito indeterminado nos provérbios	recursos/img/Desktop/Portugues/8/sujeito.png	Exercício e prática.	O recurso "Provérbios - Sujeito indeterminado nos provérbios" apresenta, por meio de exercícios práticos, os efeitos de sentido do sujeito indeterminado em diferentes provérbios da Língua Portuguesa.	Portugues	8	DPII4; DPII18	windows; linux	chrome; firefox; edge		recursos/recurso/Portugues/8/sujeitoindeterminadonosproverbios.zip	recursos/recurso/Portugues/8/sujeitoindeterminadonosproverbios/software/inicio.html	Sujeito indeterminado. Efeitos de sentido. Provérbios.	Portal do Professor.	Projeto Condigital MEC - MCT, Universidade Estadual de Campinas - UNICAMP - Português.	Português.	2011.
122	Vozes da cidade - O nome	recursos/img/Desktop/Portugues/8/vozesdacidadenome.png	Exercício e prática.	O recurso “Vozes da cidade - O nome” apresenta questões relacionadas ao nome próprio, a partir da análise dos seus sentidos no mundo e das suas designações.<br><br><b>OBSERVAÇÃO:</b> Recurso requer habilitação do Flash no navegador.	Portugues	8	DPII4; DPII18	windows; linux	chrome; edge	flash	recursos/recurso/Portugues/8/vozesdacidadeonome.zip	recursos/recurso/Portugues/8/vozesdacidadeonome/vozesdacidadeonome/SP149_P/Caca-Palavras/clique-me.html	Nome próprio. Sentido. Designação.	Portal do Professor.	Projeto Condigital MEC - MCT, Eduardo Guimarães R. J., Universidade Estadual de Campinas - UNICAMP - Português, Gurgel Lucas.	Português.	2011.
130	Por Uma Vírgula	recursos/img/Desktop/Portugues/8/porumavirgula.png	Exercício e prática.	O recurso "Por Uma Vírgula" propõe um exercício de reflexão acerca do uso dos sinais de pontuação e os seus efeitos de sentido em diferentes contextos. As atividades propostas trazem algumas resoluções possíveis, com o objetivo de demonstrar a mudança dos efeitos de sentido de acordo com as pontuações utilizadas.	Portugues	8	DPI1; DPI14	windows; linux		flash	recursos/recurso/Portugues/8/porumavirgula.zip	recursos/recurso/Portugues/8/porumavirgula.swf	Sinais de pontuação. Efeitos de sentido. Ortografia.	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Português.	2007.
131	Café com Língua Portuguesa - Ortografia - Dica 102: Acordo Ortográfico	recursos/img/Desktop/Portugues/9/dica102.png	Exercício e prática.	O recurso "Café com Língua Portuguesa - Ortografia - Dica 102: Acordo Ortográfico" traz algumas considerações sobre o uso do hífen nas formações de palavras, cujo segundo elemento inicia com "h" e palavras com prefixos. 	Portugues	9	DPII1; DPII3; DPII17; DPII18; DPII19	windows; linux		flash	recursos/recurso/Portugues/9/cafecomlinguaportuguesadica102.zip		Novo Acordo Ortográfico. Ortografia. Emprego do hífen.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
132	Café com Língua Portuguesa - Ortografia - Dica 35: Acordo Ortográfico	recursos/img/Desktop/Portugues/9/dica35.png	Exercício e prática.	O recurso "Café com Língua Portuguesa - Ortografia - Dica 35: Acordo Ortográfico" apresenta considerações sobre o uso do hífen nas expressões latinas quando estas não foram aportuguesadas. 	Portugues	9	DPII1; DPII3; DPII17; DPII18; DPII19	windows; linux		flash	recursos/recurso/Portugues/9/cafecomlinguaportuguesadica35.zip		Novo Acordo Ortográfico. Ortografia. Emprego do hífen.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
133	Café com Língua Portuguesa - Morfossintaxe	recursos/img/Desktop/Portugues/9/cafecomlinguaportuguesamorfossintaxe.png	Exercício e prática.	O recurso "Café com Língua Portuguesa - Morfossintaxe" apresenta a utilização das regências verbais e das preposições na Língua Portuguesa, com base no Novo Acordo Ortográfico.	Portugues	9	DPII1; DPII15; DPII19	windows; linux		flash	recursos/recurso/Portugues/9/cafecomlinguaportuguesamorfossintaxe.zip	recursos/recurso/Portugues/9/cafecomlinguaportuguesamorfossintaxe.swf	Regência verbal. Preposição. Novo Acordo Ortográfico.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
134	Café com Língua Portuguesa - Ortografia - Dica 68: Acordo Ortográfico	recursos/img/Desktop/Portugues/9/dica68.png	Exercício e prática.	O recurso "Café com Língua Portuguesa - Ortografia - Dica 68: Acordo Ortográfico" apresenta dicas de acentuação de palavras oxítonas e paroxítonas. Além de mostrar exemplos, o recurso disponibiliza exercícios para a fixação das regras.	Portugues	9	DPII1; DPII3; DPII17; DPII18; DPII19	windows; linux		flash	recursos/recurso/Portugues/9/cafecomlinguaportuguesadica68.zip		Ortografia. Acentuação de palavras. Oxítonas. Paroxítonas.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
135	Café com Língua Portuguesa - Ortografia - Dica 87: Acordo Ortográfico	recursos/img/Desktop/Portugues/9/dica87.png	Exercício e prática.	O recurso "Café com Língua Portuguesa - Ortografia - Dica 87: Acordo Ortográfico" traz dicas acerca do emprego correto das vogais "e" e "i" em formas verbais, no Presente do Indicativo. Além disso, aborda aspectos do fenômeno da paronímia. 	Portugues	9	DPII1; DPII3; DPII17; DPII18; DPII9	windows; linux		flash	recursos/recurso/Portugues/9/cafecomlinguaportuguesadica87.zip		Ortografia. Presente do Indicativo. Paronímia.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
136	“Hora do Debate”, Índios e discursos: isolamento, conflitos, contato - Índios isolados e imaginário	recursos/img/Desktop/Portugues/9/horadodebateindiosediscursos.png	Exercício e prática.	O recurso “Hora do Debate”, Índios e discursos: isolamento, conflitos, contato - Índios isolados e imaginário” apresenta, por meio da interpretação de textos, a construção de um imaginário sobre os índios. O recurso trata sobre questões indígenas, estereótipos sobre os índios e as consequências do contato cultural para as sociedades indígenas.	Portugues	9	DPII3; DPII4; DPII5; DPII10; DPII11; DPII17; DPII18; DPII21	windows; linux		vlc; wmp; celulloid	recursos/recurso/Portugues/9/horadodebateindiosediscursos.zip	recursos/recurso/Portugues/9/horadodebateindiosediscursos/horadodebateindiosediscursos.mp3	Leitura. Interpretação. Estereótipos. Sociedade indígena.	Portal do Professor.	Mónica Graciela Zoppi Fontana, Projeto Condigital MEC - MCT, Mônica Vasconcelos Cruvinel, Thalita C. Souza Cruz, Universidade Estadual de Campinas - UNICAMP - Português, Dênis Forigo, Ivânia dos Santos Neves.	Português.	2011.
137	Café com Língua Portuguesa - Ortografia - Dica 60: Acordo Ortográfico	recursos/img/Desktop/Portugues/9/dica60.png	Exercício e prática.	O recurso "Café com Língua Portuguesa - Ortografia - Dica 60: Acordo Ortográfico" lança mão de dicas sobre a grafia correta de palavras, contemplando o emprego correto das vogais "e" e "i" em alguns vocábulos, bem como o fenômeno da paronímia. 	Portugues	9	DPII1; DPII3; DPII17; DPII18; DPII19	windows; linux		flash	recursos/recurso/Portugues/9/cafecomlinguaportuguesadica60.zip		Ortografia. Paronímia.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	desconhecida.
138	Sinistro - A biblioteca está na mente	recursos/img/Desktop/Portugues/9/sinistrosbiblioteca.png	Exercício e prática.	O recurso “Sinistro - A biblioteca está na mente” apresenta a relação entre leitura e poder, sustentando-se na história da escrita e nos meios de sua divulgação.	Portugues	9	DPII4; DPII6; DPII10; DPII11; DPII18	windows; linux	chrome; firefox; edge		recursos/recurso/Portugues/9/sinistroabibliotecaestanamente.zip	recursos/recurso/Portugues/9/sinistroabibliotecaestanamente/Biblioteca/software/inicio.html	Leitura e interpretação. Relações de poder. História da escrita.	Portal do Professor.	Suzy Lagazzi, Cássia Cristina Furlan, Gissele Bonafé Costa, Carolina Padilha Fedatto, Joice Mensato, Carmen Zink Bolonhini, Alan Febraio Parma, Projeto Condigital MEC - MCT, Cristiane Maria Megid, Universidade Estadual de Campinas - UNICAMP - Português.	Português.	2011.
146	Café com Língua Portuguesa - Palavras estrangeiras	recursos/img/Desktop/Portugues/9/cafecomlinguaportuguesapalavrasestrangeiras.png	Exercício e prática.	O recurso “Café com Língua Portuguesa - Palavras estrangeiras” apresenta o processo de adição de palavras ao léxico de uma língua, nesse caso, os estrangeirismos. O recurso mostra, ainda, que os estrangeirismos podem ser vernacularizados ou não.	Portugues	9	DPII1; DPII18; DPII19	windows; linux		flash	recursos/recurso/Portugues/9/cafecomlinguaportuguesapalavrasestrangeiras.zip	recursos/recurso/Portugues/9/cafecomlinguaportuguesapalavrasestrangeiras.swf	Léxico. Estrangeirismos. Vernacularização.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
147	Café com Língua Portuguesa - Empréstimos vocabulares/ Palavras estrangeiras	recursos/img/Desktop/Portugues/9/cafecomlinguaportuguesaemprestimosvocabulares.png	Exercício e prática.	O recurso “Café com Língua Portuguesa - Empréstimos vocabulares/Palavras estrangeiras” apresenta as regras gramaticais da Língua Portuguesa acerca dos empréstimos vocabulares percebidos em palavras estrangeiras.	Portugues	9	DPII1; DPII18; DPII19	windows; linux		flash	recursos/recurso/Portugues/9/cafecomlinguaportuguesaemprestimosvocabulares.zip	recursos/recurso/Portugues/9/cafecomlinguaportuguesaemprestimosvocabulares.swf	Léxico. Empréstimos vocabulares. Palavras estrangeiras.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
148	Café com Língua Portuguesa - Acordo 92/Acordo ortográfico	recursos/img/Desktop/Portugues/9/cafecomlinguaportuguesaacordo92.png	Exercício e prática.	O recurso “Café com Língua Portuguesa - Acordo 92/Acordo ortográfico” apresenta as regras ortográficas do Novo Acordo Ortográfico da Língua Portuguesa, com destaque para a pronúncia de palavras com “-que”, “-qui”, “-gue” e “-gui” que, antes, possuíam trema.	Portugues	9	DPII1; DPII17; DPII19	windows; linux		flash	recursos/recurso/Portugues/9/cafecomlinguaportuguesadica92.zip	recursos/recurso/Portugues/9/cafecomlinguaportuguesadica92.swf	Novo Acordo Ortográfico. Regras de pronúncia. Ortoépia.	Portal do Professor.	Profa. Dra. Wânia de Aragão Costa, Profa. Ma. Scheyla Brito Alves, Guido Vasconcelos, Nestablo Ramos Neto, Centro de Educação a Distância (CEAD), Universidade de Brasília (UnB), Ministério da Educação (MEC).	Português.	Desconhecida.
